Tester,Site type,Name of Sampling Location,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,SARS-CoV-2 Detected,Sample collection date,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated,Week Start Date,Week End Date,Group,Subgroup,Estimated population,Percent of the population,Week case rate,Cumulative cases,Cumulative case rate,Deaths during this week,Week death rate,Cumulative deaths,Cumulative death rate,Confirmed deaths,Confirmed cases,County,Population,Cases during this week_y,Cumulative confirmed cases,Cumulative tests,Tests during the week,Positive tests the week,Week percent positivity,Weekly case rate,Weekly testing rate
BioBot,Municipal,MWRA Northern,545664.2639290952,7,Detected,2023-08-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,2436100.412885357,7,Detected,2023-12-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Haverhill WWTP,1662149.381292215,2,Detected,2024-01-17,copies/L,Haverhill,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,672479.8920489609,3,Detected,2023-10-03,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,488533.9237067053,7,Detected,2023-11-02,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Surfside WTF,2361068.485993522,2,Detected,2023-12-28,copies/L,Nantucket,MA,Nantucket,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,1014065.3779669818,4,Detected,2024-02-14,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,4926317.452970251,4,Detected,2023-12-06,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,3025080.5910575334,4,Detected,2023-12-28,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Montague Clean Water Facility,724608.9079436571,3,Detected,2023-09-21,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,2388167.896068078,7,Detected,2024-01-05,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,660494.2425054725,7,Detected,2023-09-19,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,341007.07944338233,4,Detected,2023-08-04,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,1178533.4746041521,4,Detected,2023-12-07,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,860521.5184843638,4,Detected,2024-02-21,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,204183.60272777814,4,Detected,2023-08-07,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,1701904.2759035397,4,Detected,2023-09-27,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,1526353.9413312073,7,Detected,2023-12-18,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Amherst WWTP,514468.6087953689,2,Detected,2024-01-25,copies/L,Hadley,MA,Hampshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,1838374.008480979,4,Detected,2023-10-05,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Montague Clean Water Facility,747958.4114346459,2,Detected,2023-10-18,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Uxbridge WWTF,3802329.238183947,3,Detected,2023-12-28,copies/L,Uxbridge,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Billerica Treatment Plant,473663.0474019656,3,Detected,2023-08-09,copies/L,Billerica,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,688808.9667024739,4,Detected,2023-11-07,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,397770.2365957108,4,Detected,2023-10-31,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,349781.0464447798,4,Detected,2023-08-09,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,710602.6275017181,4,Detected,2024-02-23,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,130071.4907046352,3,Not Detected,2023-09-20,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,2043810.1935208987,3,Detected,2023-12-20,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,50583.8845225,4,Detected,2023-07-13,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hull WWTF,983581.5794947222,3,Detected,2023-08-24,copies/L,Hull,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,1062249.7382039735,4,Detected,2023-09-12,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,1467819.1426116186,4,Detected,2024-02-07,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Springfield WWTP,418127.6063986798,2,Detected,2023-08-17,copies/L,Agawam,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,1755383.832188549,4,Detected,2024-02-09,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,686353.1890892966,7,Detected,2023-09-13,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,450018.4499332357,7,Detected,2023-10-15,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,298910.25244999997,4,Detected,2023-07-21,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,873408.6188982213,7,Detected,2023-10-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fall River WWTP,934347.6957404616,4,Detected,2023-12-28,copies/L,Fall River,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greenfield WPCF,228619.67202,2,Detected,2023-07-28,copies/L,Greenfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,3201403.739445499,4,Detected,2024-02-06,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,396771.2293800831,3,Detected,2023-09-08,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,882796.2829390906,4,Detected,2023-12-14,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,124240.70488245937,3,Detected,2023-10-11,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,1440594.4658803472,7,Detected,2023-12-17,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,576472.1769502716,7,Detected,2023-11-19,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Plymouth Headworks Influent,1328129.7149923628,4,Detected,2023-12-20,copies/L,Plymouth,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,329361.3033710485,3,Detected,2023-08-24,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hadley WWTP,406239.4157473267,2,Detected,2024-02-08,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,1752133.7326607914,4,Detected,2024-01-25,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,506744.67463534884,4,Detected,2023-11-01,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,920089.7945191255,7,Detected,2023-12-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,421722.45575,4,Detected,2023-07-27,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,73781.92532399017,3,Detected,2023-08-04,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,1699398.2909754922,4,Detected,2024-02-08,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,1819391.6972059854,4,Detected,2024-02-08,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Uxbridge WWTF,1845454.4840529654,3,Detected,2023-09-27,copies/L,Uxbridge,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,2407370.2701737517,7,Detected,2023-12-29,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,2279504.590630569,4,Detected,2023-12-14,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fall River WWTP,164043.742636,5,Detected,2023-07-25,copies/L,Fall River,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,1611544.0155481738,2,Detected,2024-02-22,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,527367.2649976714,4,Detected,2023-08-09,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,607741.7229055602,4,Detected,2023-08-10,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,36.065999316142296,7027.0,799.4819469859051,3,0.3413186055155422,45,5.1197790827331335,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,9.213949884574706,1495.0,293.082022924238,0,0.0,10,1.960414869058448,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,22.64482095047001,2737.0,573.8784716799669,1,0.2096742680599075,6,1.2580456083594451,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,33.0,332.01267361893025,0,0.0,1-4,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,1803.0,0.0,0,0.0,16,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,15.0,814.7220402905676,0,0.0,0,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,20.492668263585543,19809.0,410.4542625210981,25,0.5180148701614141,337,6.982840449775862,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,15174.0,0.0,0,0.0,1,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Reported sex or gender,Female,3618900.25598128,0.0514786,35.977780759446695,27879.0,770.3721580588435,11,0.3039597452795035,221,6.106827609706389,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Reported sex or gender,Male,3411016.74096262,0.0485214,25.82807611056678,19183.0,562.3836368093105,18,0.5277018955620909,195,5.716770535255985,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Reported sex or gender,Unknown sex,0.0,0.0,0.0,1029.0,0.0,0,0.0,0,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,<5 years,356878.9331,0.050765739,57.44244924161929,4152.0,1163.4197524448944,0,0.0,0,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,5-19 years,1208696.36,0.171936078,17.208623015957457,4263.0,352.69403806262807,0,0.0,1,0.0827337644997954,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,20-34 years,1510757.646,0.214904052,20.453313661402447,7432.0,491.9385991312071,1,0.0661919535967716,3,0.198575860790315,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,35-49 years,1307950.041,0.186054834,24.848043871119085,6750.0,516.0747573232425,0,0.0,5,0.3822775980172166,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,50-64 years,1444570.402,0.20548897,27.482218897075253,8619.0,596.6479714707598,1,0.0692247327382248,24,1.6613935857173958,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,65-79 years,899365.7143,0.127934045,52.81499977678213,9966.0,1108.1142900534962,6,0.667136839285669,118,13.120357839284823,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,80+ years,301697.9003,0.042916282,112.69551417557548,6911.0,2290.7020543158883,21,6.960605287314955,265,87.83620957802205,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Southern,476525.263197816,7,Detected,2023-11-11,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-11-05,2023-11-11,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,20.0,1657.0,Suffolk,797935.9991,147.0,3703.0,44460.0,3017.0,192.0,0.0636393768644348,18.4225301485085,378.1004997146268
BioBot,Municipal,MWRA Northern,603548.4633985428,7,Detected,2023-12-01,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,967382.2508485372,7,Detected,2023-12-13,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,3534215.777475222,4,Detected,2024-01-10,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Amherst WWTP,581094.2899466547,2,Detected,2023-11-30,copies/L,Hadley,MA,Hampshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,1122519.0803474037,3,Detected,2023-10-05,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,1092416.1447167604,3,Detected,2023-10-05,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,1428392.4306944273,7,Detected,2024-02-04,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,113.31777703116,11994.0,1364.5917848511378,3,0.3413186055155422,57,6.485053504795302,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,38.22808994663974,2366.0,463.8341580192288,1,0.1960414869058448,15,2.940622303587672,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,75.27306223350679,4504.0,944.3729033418236,1,0.2096742680599075,11,2.3064169486589825,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,90.54891098698096,62.0,623.7813867992023,0,0.0,1-4,0.0,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,3092.0,0.0,1,0.0,22,0.0,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,24.0,1303.555264464908,0,0.0,0,0.0,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,58.14198902691712,33905.0,702.5317669129099,53,1.098191524742198,547,11.334165359131742,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,25615.0,0.0,0,0.0,1,0.0,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Reported sex or gender,Female,3618900.25598128,0.0514786,105.33586809140614,47195.0,1304.125470769652,29,0.8013484193732366,347,9.58854832836252,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Reported sex or gender,Male,3411016.74096262,0.0485214,81.06087451273228,32922.0,965.166766983064,30,0.8795031592701514,307,9.000248996531216,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
BioBot,Municipal,SESD-Peabody Metering Station,3164802.2052815435,4,Detected,2023-12-30,copies/L,Salem,MA,Essex,2024-02-29,2023-12-24,2023-12-30,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,48.0,5347.0,Essex,809829.0011,603.0,7010.0,80671.0,4833.0,649.0,0.1342851231119387,74.46016371122029,596.7926554167955
